9980
         10697584 function calls (10694032 primitive calls) in 10.308 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.002    0.002 subprocess.py:656(__init__)
       15    0.000    0.000    0.001    0.000 arrayprint.py:477(wrapper)
        5    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        2    0.000    0.000    0.000    0.000 core.py:3379(shape)
       26    0.000    0.000    0.000    0.000 core.py:927(__init__)
       13    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
       30    0.000    0.000    0.000    0.000 getlimits.py:27(_fr1)
        1    0.000    0.000    0.000    0.000 pathlib.py:611(PurePath)
        1    0.000    0.000    0.003    0.003 ImageShow.py:15(<module>)
        1    0.000    0.000    0.000    0.000 ImageMode.py:33(getmode)
        2    0.000    0.000    0.000    0.000 core.py:2938(__array_finalize__)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
       26    0.000    0.000    0.001    0.000 core.py:6660(__init__)
        1    0.000    0.000    0.001    0.001 arraysetops.py:27(<module>)
       67    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
        7    0.000    0.000    0.000    0.000 enum.py:152(<dictcomp>)
        7    0.000    0.000    0.000    0.000 getlimits.py:497(__init__)
        1    0.000    0.000    0.001    0.001 polynomial.py:57(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
       29    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
       24    0.000    0.000    0.000    0.000 random.py:224(_randbelow)
        1    0.000    0.000    0.000    0.000 subprocess.py:608(Popen)
       30    0.000    0.000    0.000    0.000 getlimits.py:42(<lambda>)
       18    0.000    0.000    0.000    0.000 _add_newdocs.py:6703(type_aliases_gen)
       11    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        7    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
       74    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:39(seterr)
       29    0.000    0.000    0.019    0.001 re.py:232(compile)
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
       18    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       18    0.000    0.000    0.000    0.000 core.py:1003(__init__)
       14    0.000    0.000    0.001    0.000 hashlib.py:116(__get_openssl_constructor)
        1    0.000    0.000    0.006    0.006 traceback.py:1(<module>)
        5    0.000    0.000    0.001    0.000 textwrap.py:414(dedent)
       60    0.000    0.000    0.000    0.000 __init__.py:388(<genexpr>)
       24    0.000    0.000    0.000    0.000 random.py:256(choice)
        1    0.000    0.000    0.001    0.001 ctypeslib.py:51(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
       30    0.000    0.000    0.000    0.000 getlimits.py:19(_fr0)
       15    0.000    0.000    0.001    0.000 arrayprint.py:1489(_array_str_implementation)
       96    0.000    0.000    0.000    0.000 enum.py:659(<lambda>)
       35    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1029(__init__)
       12    0.000    0.000    0.000    0.000 PngImagePlugin.py:97(_crc32)
        1    0.000    0.000    0.013    0.013 _pickle.py:1(<module>)
        1    0.000    0.000    0.001    0.001 hashlib.py:54(<module>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:97(dtype_from_ctypes_type)
        1    0.000    0.000    0.000    0.000 defchararray.py:1810(chararray)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:187(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 pathlib.py:993(Path)
        1    0.000    0.000    0.000    0.000 chebyshev.py:89(<module>)
        7    0.000    0.000    0.000    0.000 enum.py:125(__prepare__)
        1    0.000    0.000    0.000    0.000 tempfile.py:24(<module>)
       75    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        1    0.000    0.000    0.000    0.000 pickle.py:372(_Pickler)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
       78    0.000    0.000    0.000    0.000 _internal.py:795(<genexpr>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
       59    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
        4    0.000    0.000    0.000    0.000 posixpath.py:338(normpath)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:98(_path_isdir)
        1    0.000    0.000    0.000    0.000 Image.py:2612(fromarray)
        2    0.000    0.000    0.013    0.006 Image.py:368(preinit)
        1    0.000    0.000    0.001    0.001 lzma.py:9(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _dtype.py:5(<module>)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 pathlib.py:119(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 Main.py:176(<listcomp>)
        2    0.000    0.000    0.000    0.000 enum.py:872(_decompose)
        1    0.000    0.000    0.000    0.000 hermite.py:60(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:60(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:499(StringConverter)
        1    0.000    0.000    0.000    0.000 histograms.py:3(<module>)
        1    0.000    0.000    0.007    0.007 defmatrix.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:139(geterr)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
        1    0.000    0.000    0.000    0.000 __init__.py:236(_sanity_check)
       18    0.000    0.000    0.000    0.000 os.py:751(encode)
        2    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedRandom' objects}
       73    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.zip_encoder}
        1    0.000    0.000    0.000    0.000 api.py:23(FFI)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
       78    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       56    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        7    0.000    0.000    0.000    0.000 TiffImagePlugin.py:644(_register_basic)
        1    0.000    0.000    0.001    0.001 GifImagePlugin.py:27(<module>)
        1    0.000    0.000    0.002    0.002 api.py:1(<module>)
        1    0.000    0.000    0.005    0.005 _datasource.py:36(<module>)
       20    0.000    0.000    0.000    0.000 tokenize.py:107(group)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
       16    0.000    0.000    0.000    0.000 _string_helpers.py:72(english_capitalize)
    26/12    0.000    0.000    0.000    0.000 abc.py:141(__subclasscheck__)
        4    0.000    0.000    0.001    0.000 core.py:122(doc_note)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
        1    0.000    0.000    0.003    0.003 __init__.py:192(<module>)
        1    0.000    0.000    0.006    0.006 __init__.py:71(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:763(__init__)
        2    0.000    0.000    0.000    0.000 enum.py:890(<listcomp>)
        7    0.000    0.000    0.000    0.000 enum.py:64(__init__)
       20    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       60    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.002    0.002 BmpImagePlugin.py:27(<module>)
       16    0.000    0.000    0.000    0.000 _binary.py:98(o32be)
        1    0.000    0.000    0.011    0.011 Image.py:3043(_showxv)
       10    0.000    0.000    0.000    0.000 extras.py:241(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:6358(__new__)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.001    0.001 numbers.py:6(<module>)
       24    0.000    0.000    0.000    0.000 ImageMode.py:23(__init__)
        5    0.000    0.000    0.000    0.000 Image.py:838(load)
        1    0.000    0.000    0.000    0.000 format.py:163(<module>)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _asarray.py:5(<module>)
       19    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        2    0.000    0.000    0.000    0.000 tempfile.py:247(_mkstemp_inner)
        1    0.000    0.000    0.001    0.001 decimal.py:2(<module>)
        1    0.000    0.000    0.001    0.001 bz2.py:5(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:744(Thread)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        1    0.000    0.000    0.001    0.001 struct.py:3(<module>)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
        3    0.000    0.000    0.000    0.000 enum.py:830(__or__)
       96    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
       13    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        5    0.000    0.000    0.000    0.000 TiffImagePlugin.py:627(decorator)
        1    0.000    0.000    0.000    0.000 fractions.py:60(Fraction)
        1    0.000    0.000    0.008    0.008 ImageShow.py:64(show)
        1    0.000    0.000    0.000    0.000 ImageFile.py:30(<module>)
        3    0.000    0.000    0.000    0.000 random.py:97(seed)
        1    0.000    0.000    0.000    0.000 utils.py:133(_get_indent)
        1    0.000    0.000    0.005    0.005 linecache.py:6(<module>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:69(_from_ctypes_scalar)
        2    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
       94    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        2    0.000    0.000    0.000    0.000 core.py:2912(_update_from)
        8    0.000    0.000    0.000    0.000 core.py:7996(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:1544(_internal_poll)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        3    0.000    0.000    0.000    0.000 tempfile.py:153(__next__)
        1    0.000    0.000    0.005    0.005 Image.py:644(_dump)
        2    0.000    0.000    0.000    0.000 Image.py:461(_getencoder)
        1    0.000    0.000    0.000    0.000 utils.py:75(__call__)
        1    0.000    0.000    0.000    0.000 __init__.py:340(__init__)
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        1    0.000    0.000    0.000    0.000 _globals.py:17(<module>)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        3    0.000    0.000    0.001    0.000 warnings.py:130(filterwarnings)
        2    0.000    0.000    0.000    0.000 os.py:687(__delitem__)
        2    0.000    0.000    0.000    0.000 posixpath.py:154(dirname)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:433(spec_from_loader)
        1    0.000    0.000    0.002    0.002 fractions.py:4(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.raw_decoder}
        1    0.000    0.000    0.000    0.000 core.py:2782(__new__)
       13    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        4    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
        4    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
       37    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       20    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        3    0.000    0.000    0.000    0.000 tempfile.py:156(<listcomp>)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        3    0.000    0.000    0.000    0.000 __init__.py:1336(__init__)
        6    0.000    0.000    0.000    0.000 core.py:1152(__init__)
        8    0.000    0.000    0.000    0.000 core.py:8001(getdoc)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
       36    0.000    0.000    0.000    0.000 getlimits.py:41(<lambda>)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
        1    0.000    0.000    0.000    0.000 datetime.py:1509(datetime)
        1    0.000    0.000    0.000    0.000 datetime.py:2136(timezone)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method posix.access}
        1    0.000    0.000    0.000    0.000 TiffImagePlugin.py:293(IFDRational)
        1    0.000    0.000    0.000    0.000 JpegPresets.py:68(<module>)
        1    0.000    0.000    0.011    0.011 Image.py:3038(_show)
       36    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
        1    0.000    0.000    0.000    0.000 threading.py:899(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 threading.py:216(__init__)
        1    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
        2    0.000    0.000    0.000    0.000 enum.py:800(_create_pseudo_member_)
       39    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
       73    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
       11    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       57    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.008    0.008 ImageShow.py:44(show)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:16(<module>)
        1    0.000    0.000    0.001    0.001 string.py:65(__init__)
        1    0.000    0.000    0.001    0.001 string.py:15(<module>)
       15    0.000    0.000    0.000    0.000 Image.py:2973(register_extension)
        2    0.000    0.000    0.000    0.000 __init__.py:1267(_fixupParents)
        8    0.000    0.000    0.001    0.000 hashlib.py:73(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
        1    0.000    0.000    0.006    0.006 _dtype_ctypes.py:24(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:391(_NormalAccessor)
       19    0.000    0.000    0.000    0.000 enum.py:628(value)
        7    0.000    0.000    0.000    0.000 enum.py:335(__getattr__)
       11    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.000    0.000 PpmImagePlugin.py:18(<module>)
        2    0.000    0.000    0.001    0.000 tempfile.py:287(gettempdir)
       37    0.000    0.000    0.000    0.000 __init__.py:22(<genexpr>)
        1    0.000    0.000    0.000    0.000 socket.py:133(socket)
        1    0.000    0.000    0.000    0.000 Image.py:2469(new)
        7    0.000    0.000    0.000    0.000 Image.py:2924(register_open)
        1    0.000    0.000    0.000    0.000 threading.py:488(Event)
       13    0.000    0.000    0.000    0.000 _internal.py:830(npy_ctypes_check)
       27    0.000    0.000    0.000    0.000 _add_newdocs.py:6743(<genexpr>)
        2    0.000    0.000    0.000    0.000 arrayprint.py:474(decorating_function)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 _polybase.py:8(<module>)
        4    0.000    0.000    0.000    0.000 sre_parse.py:843(_parse_flags)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
       16    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        2    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.000    0.000 TiffImagePlugin.py:1672(AppendingTiffWriter)
        1    0.000    0.000    0.000    0.000 ImageColor.py:20(<module>)
        1    0.000    0.000    0.000    0.000 process.py:63(BaseProcess)
        1    0.000    0.000    0.000    0.000 _binary.py:14(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1009(poly1d)
        1    0.000    0.000    0.000    0.000 linalg.py:82(_determine_error_states)
        1    0.000    0.000    0.000    0.000 __init__.py:427(LibraryLoader)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:6702(numeric_type_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:593(_register_types)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
       16    0.000    0.000    0.000    0.000 _string_helpers.py:44(english_upper)
       23    0.000    0.000    0.000    0.000 overrides.py:202(array_function_from_dispatcher)
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
        3    0.000    0.000    0.000    0.000 datetime.py:1517(__new__)
        1    0.000    0.000    0.000    0.000 polynomial.py:1442(Polynomial)
       21    0.000    0.000    0.000    0.000 enum.py:198(<genexpr>)
        2    0.000    0.000    0.000    0.000 os.py:681(__setitem__)
        4    0.000    0.000    0.000    0.000 posixpath.py:376(abspath)
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
       19    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        4    0.000    0.000    0.000    0.000 fractions.py:294(_operator_fallbacks)
        2    0.000    0.000    0.000    0.000 __init__.py:1216(getLogger)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        1    0.000    0.000    0.000    0.000 defmatrix.py:74(matrix)
        1    0.000    0.000    0.000    0.000 threading.py:1186(__init__)
        1    0.000    0.000    0.000    0.000 platform.py:1150(_sys_version)
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:437(__init__)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1966(Chebyshev)
       23    0.000    0.000    0.000    0.000 enum.py:623(name)
        3    0.000    0.000    0.000    0.000 _bootlocale.py:33(getpreferredencoding)
        7    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
       11    0.000    0.000    0.000    0.000 abc.py:130(register)
        3    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        5    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        9    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       28    0.000    0.000    0.000    0.000 TiffImagePlugin.py:367(_delegate)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        2    0.000    0.000    0.000    0.000 Image.py:547(__init__)
        1    0.000    0.000    0.011    0.011 Image.py:2108(show)
        7    0.000    0.000    0.000    0.000 core.py:2562(_arraymethod)
        1    0.000    0.000    0.000    0.000 bz2.py:28(BZ2File)
        1    0.000    0.000    0.000    0.000 records.py:319(recarray)
        2    0.000    0.000    0.000    0.000 arrayprint.py:1562(set_string_function)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _globals.py:67(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:454(timedelta)
        1    0.000    0.000    0.000    0.000 datetime.py:774(date)
        4    0.000    0.000    0.000    0.000 re.py:205(split)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 process.py:341(__init__)
        1    0.000    0.000    0.000    0.000 Image.py:807(frombytes)
        4    0.000    0.000    0.000    0.000 Image.py:2984(register_extensions)
       10    0.000    0.000    0.000    0.000 extras.py:237(__init__)
        1    0.000    0.000    0.000    0.000 Image.py:440(_getdecoder)
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
       13    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
        1    0.000    0.000    0.008    0.008 __init__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:567(Barrier)
        1    0.000    0.000    0.000    0.000 subprocess.py:60(CalledProcessError)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:441(__enter__)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:63(<setcomp>)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        5    0.000    0.000    0.000    0.000 datetime.py:409(_check_time_fields)
        1    0.000    0.000    0.000    0.000 datetime.py:1162(time)
        2    0.000    0.000    0.000    0.000 functools.py:492(decorating_function)
        1    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.001    0.001 version.py:93(StrictVersion)
        1    0.000    0.000    0.000    0.000 tempfile.py:627(SpooledTemporaryFile)
        1    0.000    0.000    0.005    0.005 ImageShow.py:88(save_image)
        1    0.000    0.000    0.000    0.000 tempfile.py:159(_candidate_tempdir_list)
        1    0.000    0.000    0.000    0.000 Image.py:572(_new)
        4    0.000    0.000    0.000    0.000 __init__.py:187(_checkLevel)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:29(<module>)
       16    0.000    0.000    0.000    0.000 _dtype.py:36(_kind_name)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        5    0.000    0.000    0.000    0.000 datetime.py:396(_check_date_fields)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
       10    0.000    0.000    0.000    0.000 __future__.py:81(__init__)
        5    0.000    0.000    0.001    0.000 re.py:185(sub)
        7    0.000    0.000    0.000    0.000 enum.py:360(__members__)
       13    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        2    0.000    0.000    0.000    0.000 PngImagePlugin.py:756(write)
        1    0.000    0.000    0.000    0.000 tempfile.py:132(_RandomNameSequence)
        1    0.000    0.000    0.001    0.001 ImagePalette.py:19(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:2508(frombytes)
        1    0.000    0.000    0.000    0.000 __init__.py:1321(Logger)
        1    0.000    0.000    0.000    0.000 core.py:6152(mvoid)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:276(NameValidator)
        1    0.000    0.000    0.000    0.000 utils.py:147(deprecate)
        9    0.000    0.000    0.000    0.000 _pytesttester.py:77(__init__)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:159(ones)
       18    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        1    0.000    0.000    0.000    0.000 pathlib.py:135(<setcomp>)
        1    0.000    0.000    0.000    0.000 os.py:1022(fdopen)
        2    0.000    0.000    0.000    0.000 genericpath.py:117(_splitext)
        3    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
       45    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       18    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       28    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       15    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        9    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 JpegImagePlugin.py:338(JpegImageFile)
        1    0.000    0.000    0.000    0.000 __init__.py:9(<module>)
        1    0.000    0.000    0.001    0.001 version.py:27(<module>)
        2    0.000    0.000    0.001    0.000 tempfile.py:114(_sanitize_params)
        1    0.000    0.000    0.000    0.000 context.py:264(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:1679(LoggerAdapter)
        2    0.000    0.000    0.000    0.000 Image.py:591(__exit__)
        2    0.000    0.000    0.000    0.000 Image.py:629(__del__)
        1    0.000    0.000    0.000    0.000 Image.py:3099(_apply_env_variables)
        4    0.000    0.000    0.000    0.000 __init__.py:212(_acquireLock)
        1    0.000    0.000    0.000    0.000 core.py:6348(MaskedConstant)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:359(_get_scalar_type_map)
        1    0.000    0.000    0.000    0.000 hermite.py:1627(Hermite)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1621(HermiteE)
        1    0.000    0.000    0.000    0.000 laguerre.py:1578(Laguerre)
        1    0.000    0.000    0.000    0.000 _version.py:7(<module>)
       14    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 threading.py:335(notify)
        1    0.000    0.000    0.000    0.000 _internal.py:250(_ctypes)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:446(__exit__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:452(_setdef)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_string_function}
        2    0.000    0.000    0.000    0.000 datetime.py:1187(__new__)
        1    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:740(create_module)
       11    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        9    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        2    0.000    0.000    0.001    0.000 tempfile.py:303(mkstemp)
        1    0.000    0.000    0.000    0.000 BmpImagePlugin.py:60(BmpImageFile)
        2    0.000    0.000    0.000    0.000 __init__.py:1925(getLogger)
        7    0.000    0.000    0.000    0.000 Image.py:2939(register_mime)
        7    0.000    0.000    0.000    0.000 Image.py:2950(register_save)
        1    0.000    0.000    0.000    0.000 __init__.py:802(__init__)
        1    0.000    0.000    0.000    0.000 core.py:3087(view)
        2    0.000    0.000    0.000    0.000 core.py:6440(__setattr__)
        4    0.000    0.000    0.000    0.000 random.py:88(__init__)
        1    0.000    0.000    0.000    0.000 random.py:681(getrandbits)
        1    0.000    0.000    0.000    0.000 legendre.py:1613(Legendre)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 threading.py:204(Condition)
        3    0.000    0.000    0.000    0.000 __init__.py:490(CFunctionType)
        3    0.000    0.000    0.000    0.000 __init__.py:489(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 _internal.py:218(_getintp_ctype)
        4    0.000    0.000    0.000    0.000 getlimits.py:521(max)
        1    0.000    0.000    0.000    0.000 getlimits.py:444(iinfo)
        1    0.000    0.000    0.000    0.000 _exceptions.py:143(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 parse.py:760(Quoter)
        1    0.000    0.000    0.000    0.000 parse.py:142(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:348(_fix_result_transcoding)
        3    0.000    0.000    0.000    0.000 enum.py:855(_high_bit)
        1    0.000    0.000    0.000    0.000 contextlib.py:210(contextmanager)
        2    0.000    0.000    0.000    0.000 posixpath.py:121(splitext)
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        3    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        7    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        6    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:17(<module>)
        1    0.000    0.000    0.000    0.000 reduction.py:33(ForkingPickler)
        2    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingEncoder' objects}
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 error.py:2(<module>)
        3    0.000    0.000    0.000    0.000 Image.py:2451(_check_size)
        1    0.000    0.000    0.000    0.000 Image.py:2552(frombuffer)
        3    0.000    0.000    0.000    0.000 core.py:873(__init__)
        4    0.000    0.000    0.000    0.000 core.py:3363(dtype)
        2    0.000    0.000    0.000    0.000 core.py:6541(__init__)
