         201548903 function calls (201542178 primitive calls) in 332.444 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 quoprimime.py:27(<module>)
        1    0.000    0.000    0.000    0.000 contextlib.py:71(inner)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
        1    0.000    0.000    0.001    0.001 arrayprint.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:115(_add_aliases)
       78    0.000    0.000    0.002    0.000 linecache.py:15(getline)
       83    0.000    0.000    0.000    0.000 six.py:141(__init__)
      124    0.000    0.000    0.000    0.000 enum.py:34(_is_sunder)
      222    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
     1236    0.000    0.000    0.000    0.000 __init__.py:2094(__bool__)
        1    0.000    0.000    0.000    0.000 TiffTags.py:359(_populate)
    36/11    0.000    0.000    0.011    0.001 pyparsing.py:3743(leaveWhitespace)
       61    0.000    0.000    0.006    0.000 pyparsing.py:3292(<listcomp>)
        1    0.000    0.000    0.003    0.003 parse.py:28(<module>)
       23    0.000    0.000    0.000    0.000 pyparsing.py:2742(__str__)
        3    0.000    0.000    0.000    0.000 tokenize.py:132(_all_string_prefixes)
       26    0.000    0.000    0.001    0.000 linecache.py:53(checkcache)
       40    0.000    0.000    0.002    0.000 abc.py:125(__new__)
        1    0.000    0.000    0.006    0.006 scimath.py:17(<module>)
     20/8    0.000    0.000    0.002    0.000 pyparsing.py:3547(parseImpl)
        4    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
      214    0.000    0.000    0.000    0.000 {built-in method builtins.max}
      243    0.000    0.000    0.000    0.000 __init__.py:3151(_always_object)
       88    0.000    0.000    0.112    0.001 re.py:232(compile)
        1    0.000    0.000    0.001    0.001 histograms.py:3(<module>)
      463    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
      178    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
        7    0.000    0.000    0.008    0.001 enum.py:633(_convert)
      375    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       58    0.000    0.000    0.000    0.000 codecs.py:319(decode)
      134    0.000    0.000    0.000    0.000 abc.py:137(__instancecheck__)
      102    0.000    0.000    0.001    0.000 re.py:170(match)
       60    0.000    0.000    0.000    0.000 pyparsing.py:1351(preParse)
       30    0.000    0.000    0.001    0.000 getlimits.py:43(<lambda>)
      180    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
      195    0.000    0.000    0.000    0.000 pyparsing.py:3392(<genexpr>)
     10/2    0.000    0.000    0.003    0.001 pyparsing.py:3397(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3818(NotAny)
       25    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1445(path_hook_for_FileFinder)
       58    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       28    0.000    0.000    0.002    0.000 __init__.py:1910(get_metadata_lines)
      104    0.000    0.000    0.000    0.000 traceback.py:289(walk_stack)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1190(setName)
        1    0.000    0.000    0.007    0.007 pickle.py:24(<module>)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
        1    0.000    0.000  332.448  332.448 Main.py:1(<module>)
        1    0.000    0.000    0.001    0.001 pickle.py:181(<listcomp>)
        1    0.000    0.000    0.010    0.010 pathlib.py:1(<module>)
        1    0.000    0.000    0.004    0.004 pyparsing.py:4875(_makeTags)
        1    0.000    0.000    0.000    0.000 umath.py:7(<module>)
        1    0.000    0.000    0.003    0.003 __init__.py:24(<module>)
        1    0.000    0.000    0.004    0.004 type_check.py:3(<module>)
       28    0.000    0.000    0.001    0.000 pyparsing.py:3997(__init__)
       50    0.000    0.000    0.000    0.000 _internal.py:784(_ufunc_doc_signature_formatter)
      262    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:424(has_location)
       20    0.000    0.000    0.001    0.000 pyparsing.py:2813(parseImpl)
      243    0.000    0.000    0.000    0.000 inspect.py:478(getmro)
       78    0.000    0.000    0.002    0.000 linecache.py:37(getlines)
       82    0.000    0.000    0.000    0.000 pyparsing.py:363(__new__)
       26    0.000    0.000    0.000    0.000 enum.py:453(_find_data_type)
      418    0.000    0.000    0.000    0.000 __init__.py:2595(_reload_version)
        1    0.000    0.000    0.012    0.012 Image.py:27(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:370(<dictcomp>)
        1    0.000    0.000    0.020    0.020 _internal.py:6(<module>)
        1    0.000    0.000    0.001    0.001 random.py:38(<module>)
      103    0.000    0.000    0.000    0.000 enum.py:18(_is_descriptor)
       38    0.000    0.000    0.001    0.000 pyparsing.py:4230(__init__)
        1    0.000    0.000    0.020    0.020 index_tricks.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
       16    0.000    0.000    0.000    0.000 pyparsing.py:2707(parseImpl)
        1    0.000    0.000    0.000    0.000 _binary.py:14(<module>)
      190    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:719(create_module)
      190    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:909(get_filename)
        1    0.000    0.000    0.000    0.000 locals.py:24(<module>)
        1    0.000    0.000    0.001    0.001 zipfile.py:5(<module>)
        1    0.000    0.000    0.002    0.002 twodim_base.py:3(<module>)
        9    0.000    0.000    0.000    0.000 enum.py:474(_find_new_)
       49    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       44    0.000    0.000    0.000    0.000 posixpath.py:168(islink)
       78    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
        1    0.000    0.000    0.000    0.000 ElementTree.py:543(ElementTree)
       17    0.000    0.000    0.000    0.000 copyreg.py:96(_slotnames)
        1    0.000    0.000    0.000    0.000 __init__.py:1065(FileHandler)
       15    0.000    0.000    0.000    0.000 pyparsing.py:4565(_escapeRegexRangeChars)
        1    0.000    0.000    0.004    0.004 plistlib.py:47(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
       48    0.000    0.000    0.000    0.000 types.py:164(__get__)
        1    0.000    0.000    0.006    0.006 __init__.py:41(<module>)
      183    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
      104    0.000    0.000    0.000    0.000 TiffTags.py:26(__new__)
        1    0.000    0.000    0.004    0.004 hmac.py:4(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1613(Legendre)
       78    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
        1    0.000    0.000    0.001    0.001 opcode.py:5(<module>)
        1    0.000    0.000    0.016    0.016 platform.py:10(<module>)
        1    0.000    0.000    0.007    0.007 npyio.py:1(<module>)
      371    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       42    0.000    0.000    0.000    0.000 __init__.py:1890(has_metadata)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:79(bitname)
       26    0.000    0.000    0.000    0.000 enum.py:442(_get_mixins_)
       12    0.000    0.000    0.011    0.001 pyparsing.py:4251(__init__)
        9    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.002    0.002 dis.py:1(<module>)
       19    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
        1    0.000    0.000    0.008    0.008 header.py:5(<module>)
       14    0.000    0.000    0.000    0.000 __init__.py:139(_check_size)
      124    0.000    0.000    0.000    0.000 __init__.py:388(<genexpr>)
       30    0.000    0.000    0.000    0.000 getlimits.py:19(_fr0)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:433(spec_from_loader)
        1    0.000    0.000    0.025    0.025 specifiers.py:4(<module>)
       26    0.000    0.000    0.001    0.000 core.py:6665(getdoc)
       50    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        1    0.000    0.000    0.001    0.001 extras.py:10(<module>)
       23    0.000    0.000    0.004    0.000 overrides.py:206(decorator)
        1    0.000    0.000    0.001    0.001 calendar.py:6(<module>)
      200    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1325(<genexpr>)
       57    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.002    0.002 polynomial.py:4(<module>)
        1    0.000    0.000    0.000    0.000 ast.py:26(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:1024(_Unpickler)
        1    0.000    0.000    0.014    0.014 utils.py:5(<module>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:66(_bits_of)
        2    0.000    0.000    0.001    0.000 pyparsing.py:2863(__init__)
       84    0.000    0.000    0.000    0.000 overrides.py:105(decorator)
       35    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
      164    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.002    0.002 ntpath.py:6(<module>)
       30    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
        1    0.000    0.000    0.004    0.004 shutil.py:5(<module>)
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
       36    0.000    0.000    0.000    0.000 _add_newdocs.py:6744(<genexpr>)
       73    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
        8    0.000    0.000    0.000    0.000 enum.py:830(__or__)
      139    0.000    0.000    0.000    0.000 pyparsing.py:3543(<genexpr>)
        6    0.000    0.000    0.061    0.010 __init__.py:35(load_module)
        1    0.000    0.000    0.000    0.000 numerictypes.py:445(_construct_lookups)
       60    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.002    0.002 signal.py:1(<module>)
        1    0.000    0.000    0.002    0.002 nanfunctions.py:22(<module>)
        1    0.000    0.000    0.005    0.005 ElementTree.py:34(<module>)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:5(<module>)
        1    0.000    0.000    0.022    0.022 py3k.py:12(<module>)
        1    0.000    0.000    0.029    0.029 feedparser.py:20(<module>)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:238(_add_array_type)
       90    0.000    0.000    0.000    0.000 _inspect.py:133(strseq)
       43    0.000    0.000    0.000    0.000 six.py:105(__init__)
       44    0.000    0.000    0.001    0.000 core.py:145(get_object_signature)
        1    0.000    0.000    0.002    0.002 _pocketfft.py:29(<module>)
      119    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
       11    0.000    0.000    0.002    0.000 __init__.py:2256(declare_namespace)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:68(<genexpr>)
        7    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
       68    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1029(__init__)
       16    0.000    0.000    0.001    0.000 pyparsing.py:1204(setResultsName)
        1    0.000    0.000    0.010    0.010 version.py:4(<module>)
        1    0.000    0.000    0.000    0.000 token.py:78(<dictcomp>)
       48    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       32    0.000    0.000    0.000    0.000 pyparsing.py:209(__init__)
      126    0.000    0.000    0.000    0.000 six.py:88(__init__)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
       84    0.000    0.000    0.000    0.000 overrides.py:94(set_module)
       12    0.000    0.000    0.000    0.000 os.py:673(__getitem__)
       29    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
       41    0.000    0.000    0.000    0.000 pyparsing.py:3439(<genexpr>)
        1    0.000    0.000    0.000    0.000 records.py:35(<module>)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:95(_add_types)
        9    0.000    0.000    0.000    0.000 enum.py:125(__prepare__)
    13/12    0.000    0.000    0.000    0.000 pyparsing.py:3434(__str__)
       41    0.000    0.000    0.000    0.000 pyparsing.py:3581(<genexpr>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:154(_add_integer_aliases)
       23    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
        9    0.000    0.000    0.000    0.000 __init__.py:23(find_module)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
     15/4    0.000    0.000    0.001    0.000 pyparsing.py:3762(streamline)
        1    0.000    0.000    0.000    0.000 core.py:2717(MaskedArray)
        1    0.000    0.000    0.001    0.001 einsumfunc.py:4(<module>)
       15    0.000    0.000    0.001    0.000 arrayprint.py:477(wrapper)
        1    0.000    0.000    0.001    0.001 _methods.py:5(<module>)
      9/8    0.000    0.000    0.061    0.008 <frozen importlib._bootstrap>:634(_load_backward_compatible)
        1    0.000    0.000    0.002    0.002 charset.py:6(<module>)
        1    0.000    0.000    0.036    0.036 overrides.py:1(<module>)
      124    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       12    0.000    0.000    0.000    0.000 pyparsing.py:663(__iadd__)
        1    0.000    0.000    0.014    0.014 __init__.py:124(<module>)
        1    0.000    0.000    0.023    0.023 __init__.py:10(<module>)
       26    0.000    0.000    0.000    0.000 traceback.py:272(__getitem__)
       97    0.000    0.000    0.000    0.000 pyparsing.py:4781(<genexpr>)
       78    0.000    0.000    0.000    0.000 pyparsing.py:2052(leaveWhitespace)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1103(ParserElement)
      188    0.000    0.000    0.000    0.000 pyparsing.py:2656(<genexpr>)
        8    0.000    0.000    0.001    0.000 __init__.py:2329(normalize_path)
        1    0.000    0.000    0.007    0.007 secrets.py:7(<module>)
        1    0.000    0.000    0.003    0.003 financial.py:12(<module>)
        7    0.000    0.000    0.000    0.000 getlimits.py:497(__init__)
        1    0.000    0.000    0.005    0.005 subprocess.py:42(<module>)
       14    0.000    0.000    0.000    0.000 pyparsing.py:3576(__str__)
        1    0.000    0.000    0.000    0.000 tempfile.py:24(<module>)
        1    0.000    0.000    0.000    0.000 copy.py:49(<module>)
        9    0.000    0.000    0.000    0.000 enum.py:64(__init__)
        1    0.000    0.000    0.001    0.001 model.py:1(<module>)
        2    0.000    0.000    0.006    0.003 __init__.py:15(<module>)
        5    0.000    0.000    0.001    0.000 textwrap.py:414(dedent)
      112    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       12    0.000    0.000    0.000    0.000 pyparsing.py:4757(<lambda>)
       24    0.000    0.000    0.000    0.000 pyparsing.py:411(__getitem__)
       28    0.000    0.000    0.000    0.000 __init__.py:1902(_warn_on_replacement)
        1    0.000    0.000    0.000    0.000 pathlib.py:611(PurePath)
     16/2    0.000    0.000    0.002    0.001 pyparsing.py:3737(parseImpl)
       11    0.000    0.000    0.000    0.000 pyparsing.py:3851(__init__)
       61    0.000    0.000    0.000    0.000 pyparsing.py:2159(streamline)
       26    0.000    0.000    0.000    0.000 core.py:927(__init__)
        1    0.000    0.000    0.001    0.001 ufunclike.py:5(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
        2    0.000    0.000    0.000    0.000 enum.py:872(_decompose)
        1    0.000    0.000    0.000    0.000 sysconfig.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4450(delimitedList)
        1    0.000    0.000    0.024    0.024 _policybase.py:4(<module>)
        1    0.000    0.000    0.001    0.001 sprite.py:67(<module>)
       13    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
        9    0.000    0.000    0.000    0.000 enum.py:152(<dictcomp>)
       14    0.000    0.000    0.000    0.000 __init__.py:1967(find_distributions)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:873(_find_spec_legacy)
        5    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        9    0.000    0.000    0.000    0.000 pyparsing.py:3781(__str__)
       95    0.000    0.000    0.000    0.000 pyparsing.py:203(<genexpr>)
        1    0.000    0.000    0.001    0.001 TiffTags.py:20(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:89(<module>)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:39(seterr)
       75    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        1    0.000    0.000    0.001    0.001 arraysetops.py:27(<module>)
       96    0.000    0.000    0.000    0.000 enum.py:659(<lambda>)
        2    0.000    0.000    0.000    0.000 enum.py:890(<listcomp>)
        2    0.000    0.000    0.001    0.000 pyparsing.py:4681(originalTextFor)
        2    0.000    0.000    0.000    0.000 core.py:2938(__array_finalize__)
       30    0.000    0.000    0.000    0.000 getlimits.py:27(_fr1)
       15    0.000    0.000    0.001    0.000 arrayprint.py:1489(_array_str_implementation)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:139(geterr)
        1    0.000    0.000    0.001    0.001 selectors.py:5(<module>)
       12    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
     12/2    0.000    0.000    0.001    0.000 pyparsing.py:1926(makeOptionalList)
        1    0.000    0.000    0.021    0.021 specifiers.py:275(Specifier)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
        1    0.000    0.000    0.000    0.000 pathlib.py:993(Path)
        1    0.000    0.000    0.001    0.001 ctypeslib.py:51(<module>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:97(dtype_from_ctypes_type)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:246(_set_array_types)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:5(<module>)
        7    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        6    0.000    0.000    0.000    0.000 pyparsing.py:4781(<lambda>)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4825(tokenMap)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.001    0.001 errors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:531(Image)
       26    0.000    0.000    0.001    0.000 core.py:6660(__init__)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f73dcffe9e0}
        1    0.000    0.000    0.001    0.001 hashlib.py:54(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:60(<module>)
        1    0.000    0.000    0.002    0.002 polynomial.py:57(<module>)
        1    0.000    0.000    0.011    0.011 defmatrix.py:1(<module>)
        9    0.000    0.000    0.001    0.000 posixpath.py:391(realpath)
       14    0.000    0.000    0.001    0.000 hashlib.py:116(__get_openssl_constructor)
       30    0.000    0.000    0.000    0.000 getlimits.py:42(<lambda>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
        1    0.000    0.000    0.005    0.005 traceback.py:1(<module>)
        1    0.000    0.000    0.002    0.002 linecache.py:82(updatecache)
        1    0.000    0.000    0.000    0.000 expat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1810(chararray)
       16    0.000    0.000    0.000    0.000 posixpath.py:104(split)
        1    0.000    0.000    0.000    0.000 pyparsing.py:324(ParseResults)
        1    0.000    0.000    0.000    0.000 hermite_e.py:60(<module>)
        1    0.000    0.000    0.000    0.000 _asarray.py:5(<module>)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
       59    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
    35/14    0.000    0.000    0.000    0.000 abc.py:141(__subclasscheck__)
       14    0.000    0.000    0.001    0.000 pyparsing.py:2026(__call__)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2751(charsAsStr)
        3    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
        1    0.000    0.000    0.224    0.224 _numpysurfarray.py:45(<module>)
       24    0.000    0.000    0.000    0.000 tokenize.py:143(<listcomp>)
       58    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       28    0.000    0.000    0.000    0.000 __init__.py:2353(_is_egg_path)
        1    0.000    0.000    0.000    0.000 hermite.py:60(<module>)
        1    0.000    0.000    0.014    0.014 _pickle.py:1(<module>)
       78    0.000    0.000    0.000    0.000 _internal.py:795(<genexpr>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:187(_set_up_aliases)
       20    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
       12    0.000    0.000    0.000    0.000 pyparsing.py:1069(wrapper)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.029    0.029 parser.py:5(<module>)
        1    0.000    0.000    0.001    0.001 lzma.py:9(<module>)
       18    0.000    0.000    0.000    0.000 _add_newdocs.py:6703(type_aliases_gen)
        1    0.000    0.000    0.000    0.000 __init__.py:236(_sanity_check)
        1    0.000    0.000    0.013    0.013 sysfont.py:21(<module>)
        1    0.000    0.000    0.010    0.010 __init__.py:9(<module>)
       11    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
        7    0.000    0.000    0.000    0.000 specifiers.py:266(_require_version_compare)
       18    0.000    0.000    0.000    0.000 core.py:1003(__init__)
        1    0.000    0.000    0.001    0.001 decimal.py:2(<module>)
       16    0.000    0.000    0.000    0.000 _string_helpers.py:72(english_capitalize)
        1    0.000    0.000    0.000    0.000 pathlib.py:119(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 pickle.py:372(_Pickler)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
       20    0.000    0.000    0.000    0.000 os.py:751(encode)
       72    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        2    0.000    0.000    0.002    0.001 pyparsing.py:3859(parseImpl)
        8    0.000    0.000    0.000    0.000 pyparsing.py:3935(__init__)
        1    0.000    0.000    0.001    0.001 __init__.py:4(<module>)
        1    0.000    0.000    0.003    0.003 __init__.py:192(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:7(<module>)
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
        2    0.000    0.000    0.003    0.002 pyparsing.py:4763(srange)
       12    0.000    0.000    0.000    0.000 pyparsing.py:2431(parseImpl)
        6    0.000    0.000    0.000    0.000 six.py:126(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:1149(ZipFile)
        1    0.000    0.000    0.003    0.003 api.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
        1    0.000    0.000    0.010    0.010 __init__.py:71(<module>)
        1    0.000    0.000    0.001    0.001 numbers.py:6(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:443(open)
      103    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.505    0.505 pkgdata.py:18(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:133(_get_indent)
        1    0.000    0.000    0.001    0.001 struct.py:3(<module>)
        3    0.000    0.000    0.000    0.000 datetime.py:1517(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:774(date)
        2    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        9    0.000    0.000    0.000    0.000 posixpath.py:376(abspath)
        1    0.000    0.000    0.000    0.000 appdirs.py:9(<module>)
        1    0.000    0.000    0.005    0.005 _datasource.py:36(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
        1    0.000    0.000    0.000    0.000 _dtype.py:5(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 datetime.py:454(timedelta)
        1    0.000    0.000    0.000    0.000 subprocess.py:608(Popen)
       25    0.000    0.000    0.000    0.000 enum.py:628(value)
        9    0.000    0.000    0.000    0.000 enum.py:335(__getattr__)
        4    0.000    0.000    0.001    0.000 warnings.py:130(filterwarnings)
       24    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        4    0.000    0.000    0.000    0.000 pyparsing.py:3829(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:420(__setitem__)
        1    0.000    0.000    0.002    0.002 _parseaddr.py:7(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 datetime.py:1162(time)
        1    0.000    0.000    0.000    0.000 datetime.py:2136(timezone)
        5    0.000    0.000    0.000    0.000 datetime.py:396(_check_date_fields)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
       20    0.000    0.000    0.000    0.000 tokenize.py:107(group)
       45    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       94    0.000    0.000    0.000    0.000 pyparsing.py:4890(<genexpr>)
        1    0.000    0.000    0.000    0.000 py31compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 specifiers.py:21(BaseSpecifier)
        1    0.000    0.000    0.000    0.000 base64mime.py:25(<module>)
        1    0.000    0.000    0.002    0.002 encoders.py:5(<module>)
       28    0.000    0.000    0.000    0.000 __init__.py:1884(__init__)
       12    0.000    0.000    0.090    0.008 __init__.py:2011(_by_version_descending)
        1    0.000    0.000    0.000    0.000 api.py:23(FFI)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:69(_from_ctypes_scalar)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 compat.py:2(<module>)
        1    0.000    0.000    0.002    0.002 queue.py:1(<module>)
       12    0.000    0.000    0.000    0.000 abc.py:130(register)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1841(__radd__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:2045(suppress)
        4    0.000    0.000    0.000    0.000 core.py:122(doc_note)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 format.py:163(<module>)
        1    0.000    0.000    0.001    0.001 bz2.py:5(<module>)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
        2    0.000    0.000    0.000    0.000 datetime.py:1187(__new__)
        2    0.000    0.000    0.000    0.000 enum.py:800(_create_pseudo_member_)
       29    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3841(__str__)
        9    0.000    0.000    0.000    0.000 pyparsing.py:4017(__str__)
        1    0.000    0.000    0.000    0.000 inspect.py:2435(Parameter)
        1    0.000    0.000    0.000    0.000 tempfile.py:627(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.135    0.135 __init__.py:569(_build_master)
        2    0.000    0.000    0.000    0.000 __init__.py:1585(_setup_prefix)
        1    0.000    0.000    0.000    0.000 _iotools.py:499(StringConverter)
        1    0.000    0.000    0.000    0.000 linalg.py:82(_determine_error_states)
        1    0.000    0.000    0.000    0.000 platform.py:1150(_sys_version)
       23    0.000    0.000    0.000    0.000 overrides.py:202(array_function_from_dispatcher)
        5    0.000    0.000    0.000    0.000 datetime.py:409(_check_time_fields)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        2    0.000    0.000    0.003    0.002 pyparsing.py:1608(parseString)
        1    0.000    0.000    0.008    0.008 version.py:191(Version)
       14    0.000    0.000    0.000    0.000 __init__.py:3244(<genexpr>)
        8    0.000    0.000    0.000    0.000 core.py:8001(getdoc)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
       36    0.000    0.000    0.000    0.000 getlimits.py:41(<lambda>)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:36(<dictcomp>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
